carat,cut,color,clarity,price
0.34,Very Good,E,SI2,571.0
0.31,Premium,D,SI1,571.0
,Good,D,SI1,571.0
0.31,Ideal,D,SI1,571.0
0.31,Premium,D,SI1,571.0
0.31,Good,D,SI1,571.0
0.31,Ideal,,SI1,571.0
0.31,Ideal,D,SI1,571.0
0.31,Very Good,D,SI1,571.0
0.31,Ideal,D,SI1,571.0
0.31,Ideal,I,VVS1,571.0
0.31,Good,D,SI1,571.0
0.31,Ideal,D,,571.0
0.31,Ideal,D,SI1,571.0
0.31,Very Good,D,SI1,571.0
0.31,Ideal,D,SI1,571.0
0.31,Good,D,SI1,571.0
0.91,Very Good,G,SI2,3531.0
0.78,Ideal,F,VS2,3531.0
0.78,Ideal,F,VS2,3531.0
0.78,Ideal,F,VS2,3531.0
1.01,Good,F,SI2,3532.0
0.96,Fair,E,SI2,3533.0
0.9,Very Good,D,SI2,3534.0
0.9,Very Good,D,SI2,3534.0
0.9,Very Good,D,SI2,3534.0
0.9,Good,D,SI2,3534.0
0.78,Very Good,D,VS2,3534.0
1.02,Good,J,SI2,3534.0
1.02,Very Good,J,SI2,3534.0
0.92,Very Good,F,SI2,3534.0
0.9,Very Good,I,VS2,3535.0
0.82,Very Good,G,VS2,3535.0
0.84,Very Good,G,VS2,3535.0
0.73,Ideal,E,VVS2,3535.0
0.7,Ideal,,VS1,3535.0
1.01,Premium,J,VS2,3535.0
0.7,Very Good,F,VVS1,3536.0
0.65,Ideal,G,IF,3536.0
0.7,Good,F,VVS1,3536.0
1.0,Good,J,SI2,3536.0
0.92,Fair,H,SI2,3536.0
0.78,Ideal,F,VS1,3537.0
0.74,Ideal,G,,3537.0
1.08,Ideal,J,,3537.0
0.9,Ideal,,SI1,3537.0
0.91,Good,,SI2,3538.0
0.9,Fair,H,VS2,3538.0
0.9,,H,VS2,3538.0
0.9,Fair,H,VS2,3538.0
0.78,Premium,,VS1,3538.0
0.81,Ideal,E,VS2,3538.0
0.79,Premium,G,SI1,3539.0
0.79,Very Good,E,VS2,3539.0
0.9,Premium,I,VS2,3539.0
0.9,Very Good,G,SI2,3539.0
0.91,Good,F,SI2,3539.0
0.93,,D,SI2,3540.0
0.71,Ideal,D,VS2,3540.0
0.72,Ideal,G,VS1,3540.0
1.01,Fair,F,SI2,3540.0
,Very Good,E,VVS2,3541.0
1.0,Fair,G,SI2,3541.0
1.0,Good,G,SI2,3541.0
1.52,Premium,I,I1,3541.0
1.13,Ideal,F,,3542.0
0.7,Very Good,G,IF,3543.0
0.75,Very Good,E,VS1,3543.0
0.72,Ideal,D,VS2,3543.0
1.06,Ideal,F,I1,3544.0
1.06,Ideal,F,I1,3544.0
0.95,Very Good,I,SI1,3544.0
0.86,Ideal,I,VVS2,3544.0
0.77,Ideal,G,VS2,3544.0
0.81,Ideal,G,VS1,3544.0
1.13,Premium,H,I1,3544.0
0.71,Premium,G,IF,3545.0
0.9,Premium,H,SI1,3545.0
0.9,Ideal,I,VS1,3545.0
0.92,Premium,I,SI1,3545.0
1.07,Premium,G,SI2,3545.0
1.01,Good,,SI2,3546.0
1.04,Very Good,H,SI2,3546.0
0.91,Premium,F,SI2,3546.0
0.91,Premium,F,SI2,3546.0
1.01,Fair,H,SI1,3546.0
0.72,Ideal,G,VS2,3547.0
1.07,Premium,G,I1,3547.0
0.9,Ideal,H,SI2,3548.0
0.72,Ideal,G,VVS1,3548.0
0.85,Ideal,I,VS1,3548.0
0.96,Good,H,SI2,3548.0
0.76,Very Good,G,VVS2,3549.0
1.09,Ideal,G,I1,3549.0
0.72,Very Good,,VS2,3550.0
0.72,Ideal,D,SI1,3550.0
0.92,Premium,,SI2,3550.0
0.75,Very Good,F,VVS2,3551.0
0.9,Very Good,F,SI2,3552.0
0.71,Ideal,E,VS2,3553.0
0.71,Ideal,E,VS2,3553.0
0.9,Premium,F,SI2,3553.0
,Ideal,I,SI2,3553.0
1.03,Premium,I,VS1,3553.0
0.72,Ideal,,VS1,3554.0
0.92,Premium,G,SI2,3555.0
0.92,Premium,H,SI1,3555.0
0.75,Ideal,E,VS1,3555.0
0.92,Premium,G,SI2,3555.0
0.9,Premium,F,SI2,3556.0
,Premium,F,SI2,3556.0
0.83,Premium,D,SI1,3556.0
0.9,Very Good,F,SI2,3556.0
0.83,Premium,D,SI1,3556.0
0.73,Premium,D,VS1,3557.0
0.83,Premium,F,,3557.0
0.91,Ideal,G,SI2,3557.0
0.91,Ideal,G,SI2,3557.0
0.88,Ideal,,,3557.0
0.8,Very Good,F,VS1,3559.0
0.83,Ideal,F,SI1,3560.0
0.79,Ideal,G,VS1,3561.0
0.7,Good,D,VS2,3561.0
0.93,Very Good,I,VS1,3562.0
1.0,Premium,F,SI2,3562.0
1.0,Ideal,F,SI2,3562.0
0.75,Ideal,D,VS2,3562.0
0.93,Very Good,I,VS2,3563.0
0.78,Very Good,F,VS1,3563.0
1.01,Very Good,I,SI1,3563.0
1.01,,J,,3563.0
1.01,Very Good,F,SI2,3563.0
1.01,Premium,J,SI2,3563.0
1.01,Premium,J,,3563.0
1.01,Premium,F,SI2,3563.0
0.78,Very Good,E,VS1,3564.0
1.04,Premium,G,SI2,3564.0
0.72,Ideal,F,VS2,3564.0
0.8,Ideal,D,,3564.0
1.04,Fair,G,SI2,3564.0
0.73,Very Good,E,VVS2,3565.0
0.87,Ideal,E,SI2,3566.0
0.73,Very Good,G,VVS1,3567.0
0.9,Good,D,SI1,3567.0
0.7,Very Good,D,VS1,3567.0
0.91,Very Good,,VS2,3567.0
,Premium,D,SI1,3568.0
1.0,Premium,G,SI1,3568.0
0.72,Ideal,D,SI1,3568.0
0.9,Very Good,F,SI2,3569.0
,Very Good,F,SI2,3569.0
1.0,Good,D,SI2,3569.0
0.97,Ideal,F,SI2,3569.0
0.9,Good,E,SI1,3570.0
0.83,Ideal,H,VVS1,3570.0
0.6,Ideal,D,VVS1,3570.0
0.9,,I,VS2,3570.0
0.74,Ideal,G,VS1,3572.0
1.19,Premium,E,I1,3572.0
0.91,Very Good,D,SI2,3573.0
1.1,Very Good,I,SI1,3573.0
0.9,Good,G,SI1,3574.0
0.9,Good,G,SI1,3574.0
0.91,,I,SI1,3574.0
1.15,Premium,G,I1,3574.0
1.0,Very Good,,SI2,3575.0
1.0,Fair,E,SI2,3575.0
0.93,Very Good,J,VS2,3576.0
,Ideal,D,VS1,3576.0
0.82,Ideal,E,SI1,3577.0
0.9,Good,H,SI1,3577.0
0.84,Good,E,SI1,3577.0
1.01,Very Good,G,SI2,3577.0
0.82,Premium,E,VS2,3577.0
0.9,Ideal,,SI2,3578.0
0.9,Premium,,SI2,3578.0
0.8,Ideal,G,VS1,3578.0
0.78,,E,SI1,3578.0
0.71,Premium,F,IF,3578.0
0.91,Very Good,I,VS2,3579.0
0.91,Premium,I,VS2,3579.0
1.06,Premium,I,SI2,3579.0
,Premium,D,SI2,3579.0
0.71,Very Good,E,VVS2,3580.0
0.9,Very Good,I,SI1,3580.0
0.9,Very Good,I,VS1,3580.0
0.9,Premium,I,VS1,3580.0
1.0,Good,J,VS2,3580.0
0.9,Very Good,I,VS2,3581.0
0.76,Premium,D,VS2,3581.0
0.9,Very Good,G,SI2,3581.0
0.9,Very Good,G,SI2,3581.0
0.78,Ideal,H,VVS2,3581.0
1.04,Good,F,SI2,3581.0
0.8,Ideal,,VS1,3581.0
1.02,Premium,H,SI1,3581.0
0.78,Ideal,E,VS2,3582.0
0.71,Ideal,D,VS1,3582.0
0.71,Good,G,IF,3583.0
0.79,Premium,E,VS1,3583.0
0.98,Fair,H,SI1,3583.0
0.9,Very Good,E,SI2,3584.0
1.0,Premium,G,SI2,3584.0
0.76,Ideal,E,SI1,3584.0
0.9,Good,,SI2,3584.0
0.8,,E,VS2,3584.0
1.0,Good,,SI2,3584.0
1.0,Premium,H,SI2,3584.0
1.0,Fair,I,SI1,3584.0
1.0,,E,I1,3584.0
1.0,Ideal,E,I1,3584.0
1.0,Premium,F,SI2,3584.0
0.7,Ideal,E,VVS2,3585.0
0.7,Ideal,E,VVS2,3585.0
0.97,Premium,D,SI2,3585.0
0.92,Very Good,E,SI1,3586.0
0.9,Ideal,J,VS1,3587.0
,Premium,F,VVS1,3587.0
1.04,Ideal,E,SI2,3588.0
0.91,,F,SI2,3588.0
,Ideal,E,SI1,3588.0
1.11,Premium,D,,3589.0
0.73,Ideal,G,VS1,3589.0
0.95,Very Good,E,SI2,3590.0
0.78,Ideal,G,VS2,3590.0
0.74,Ideal,F,VS1,3590.0
1.08,Very Good,F,,3590.0
0.7,Premium,G,IF,3591.0
0.84,Premium,E,VS2,3591.0
1.01,Very Good,J,SI2,3592.0
,Very Good,H,SI2,3592.0
0.9,Very Good,G,,3593.0
0.82,Very Good,D,SI1,3593.0
0.99,Fair,,VS2,3593.0
1.05,Premium,J,VS2,3593.0
0.74,Ideal,F,VS1,3593.0
0.93,Premium,G,SI2,3594.0
0.9,Very Good,H,SI1,3595.0
0.9,Very Good,H,SI1,3595.0
1.07,Ideal,G,SI2,3595.0
0.73,,G,VS2,3595.0
0.78,Ideal,D,VS2,3595.0
0.9,Good,E,SI2,3595.0
,Good,E,SI2,3595.0
0.9,Good,E,SI2,3595.0
0.9,Good,E,SI2,3595.0
0.9,Very Good,G,SI1,3597.0
1.01,Fair,F,SI2,3597.0
0.8,Ideal,,,3597.0
1.01,Good,F,SI2,3597.0
1.01,Fair,I,VS2,3597.0
1.01,Fair,F,SI2,3597.0
1.01,,F,SI2,3597.0
1.01,Premium,F,SI2,3597.0
1.01,Premium,,SI2,3597.0
1.01,Ideal,J,SI1,3599.0
1.02,Premium,,SI2,3599.0
0.9,Premium,E,SI2,3599.0
0.9,Premium,E,SI2,3599.0
1.05,Premium,G,SI2,3599.0
1.02,Ideal,F,I1,3599.0
0.9,Ideal,E,,3599.0
1.02,Very Good,J,SI2,3599.0
1.5,Premium,H,I1,3599.0
0.9,Good,H,VS2,3601.0
0.81,Ideal,E,VS2,3601.0
0.78,Very Good,E,VS1,3601.0
1.02,Very Good,J,,3601.0
0.9,Very Good,F,SI2,3601.0
0.72,Ideal,E,VS2,3601.0
0.72,Ideal,E,VS2,3601.0
0.72,Ideal,E,VS2,3601.0
,Ideal,E,VS2,3601.0
0.72,Premium,D,VS1,3601.0
,Premium,G,SI2,3601.0
,Ideal,F,VVS1,3602.0
0.83,Premium,G,VS1,3602.0
1.13,Ideal,H,I1,3603.0
0.8,Very Good,F,VS1,3603.0
0.83,Very Good,F,VS1,3603.0
1.1,Premium,I,SI2,3604.0
0.71,,F,VVS1,3604.0
1.01,Premium,D,SI2,3604.0
0.9,,D,VS2,3604.0
,Premium,I,,3604.0
0.9,Good,F,SI1,3604.0
,Very Good,I,VS2,3605.0
1.01,Very Good,D,SI2,3605.0
0.9,Very Good,F,SI2,3605.0
0.79,Ideal,E,VS2,3605.0
0.79,Ideal,D,SI1,3605.0
1.16,Ideal,I,SI2,3605.0
,,H,SI2,3605.0
0.73,Very Good,G,VVS1,3606.0
1.15,Ideal,H,I1,3606.0
0.73,Very Good,E,VS1,3607.0
1.13,Premium,F,I1,3607.0
1.03,Good,D,SI2,3607.0
1.13,Ideal,F,I1,3607.0
0.91,Premium,F,SI2,3609.0
1.06,Ideal,F,I1,3609.0
0.9,Premium,,SI1,3609.0
0.31,Very Good,D,SI1,571.0
0.31,Very Good,D,SI1,571.0
0.31,Ideal,D,SI1,571.0
0.31,Very Good,D,SI1,571.0
0.31,Ideal,I,VVS1,571.0
0.31,,D,SI1,571.0
0.31,Good,,SI1,571.0
0.31,Very Good,D,SI1,571.0
0.31,Ideal,D,SI1,571.0
,Ideal,D,SI1,571.0
0.31,Very Good,D,SI1,571.0
0.31,Very Good,I,VVS1,571.0
0.31,Ideal,D,SI1,571.0
0.31,Premium,D,SI1,571.0
0.31,Good,D,SI1,571.0
0.31,Very Good,D,SI1,571.0
0.31,Good,D,SI1,571.0
0.31,Ideal,D,SI1,571.0
0.31,Ideal,D,SI1,571.0
0.31,Very Good,D,SI1,571.0
0.31,,D,SI1,571.0
0.31,Ideal,D,SI1,571.0
0.31,Ideal,D,,571.0
0.31,Premium,I,VVS1,571.0
0.31,Ideal,D,SI1,571.0
0.31,Good,I,VVS1,571.0
0.31,Good,D,SI1,571.0
0.31,Ideal,D,SI1,571.0
0.31,Ideal,I,VVS1,571.0
0.31,Ideal,D,SI1,571.0
0.91,Good,G,SI2,3610.0
0.72,Very Good,H,VVS1,3610.0
1.01,Very Good,I,SI1,3610.0
0.92,Ideal,I,SI1,3610.0
0.75,Ideal,F,,3610.0
0.96,Good,H,SI2,3611.0
0.7,Ideal,H,VVS1,3611.0
1.01,Good,E,SI2,3611.0
1.04,Premium,H,SI2,3611.0
0.71,Very Good,F,VVS2,3612.0
,Ideal,E,VS2,3612.0
1.0,Premium,E,SI2,3612.0
0.92,Very Good,D,SI2,3613.0
0.78,Ideal,G,VS2,3613.0
0.9,,F,SI2,3613.0
1.15,Ideal,G,SI2,3613.0
0.72,Very Good,G,IF,3614.0
1.0,Good,J,SI1,3614.0
1.09,Ideal,G,I1,3614.0
0.91,Very Good,G,SI2,3615.0
0.9,Very Good,G,SI1,3615.0
0.9,Very Good,G,SI1,3615.0
1.05,Fair,F,SI2,3615.0
0.73,Ideal,D,SI1,3615.0
0.9,Good,G,SI1,3615.0
0.9,Good,,SI1,3615.0
1.09,Ideal,J,VS2,3615.0
1.05,Ideal,J,SI2,3616.0
0.74,Very Good,E,VVS2,3616.0
0.73,Good,F,VVS2,3616.0
1.0,Good,J,SI1,3616.0
0.9,Premium,J,VVS1,3617.0
1.03,Fair,H,SI1,3617.0
0.91,Premium,F,SI1,3618.0
0.92,Premium,H,SI1,3618.0
0.92,Very Good,G,SI2,3618.0
0.91,Very Good,I,VVS2,3618.0
0.7,Ideal,D,VS1,3618.0
0.7,Ideal,D,VS1,3618.0
0.91,,F,SI2,3618.0
,Ideal,F,SI2,3619.0
0.9,Premium,F,,3619.0
0.72,Very Good,D,VS1,3619.0
0.88,Ideal,F,SI2,3619.0
1.01,Very Good,J,VS2,3620.0
1.01,Good,I,VS2,3620.0
1.01,Good,G,SI2,3620.0
0.73,Premium,D,VS1,3620.0
0.91,Premium,I,VS1,3620.0
1.01,Premium,H,SI2,3620.0
0.93,Premium,,SI2,3620.0
0.73,Ideal,E,VS1,3620.0
0.82,Very Good,F,VS2,3621.0
0.9,Good,F,SI2,3621.0
0.7,Very Good,D,,3622.0
0.7,Very Good,D,VVS2,3622.0
0.7,Very Good,F,VVS1,3622.0
0.72,Ideal,D,VS1,3622.0
,Ideal,D,VS1,3622.0
0.8,Ideal,E,SI1,3622.0
0.82,Ideal,E,SI1,3622.0
0.98,Fair,F,SI1,3622.0
0.7,Very Good,E,IF,3622.0
,Ideal,F,I1,3623.0
0.92,Premium,H,SI1,3624.0
0.94,Very Good,H,SI2,3624.0
,Ideal,F,VS2,3624.0
0.81,Ideal,,VS2,3624.0
0.75,,D,VS2,3625.0
0.92,Very Good,F,SI2,3625.0
0.61,Ideal,D,VVS1,3625.0
0.9,Premium,E,SI1,3625.0
0.83,Ideal,E,VS2,3625.0
0.9,Good,,SI1,3625.0
0.71,Very Good,F,VVS1,3626.0
1.01,Good,G,SI2,3626.0
1.01,Good,G,SI2,3626.0
0.9,Good,H,SI2,3627.0
0.79,Premium,E,VS2,3628.0
1.0,Ideal,I,SI2,3629.0
,Ideal,I,SI2,3629.0
0.9,Ideal,I,VS2,3629.0
0.72,Ideal,D,VS1,3629.0
0.9,Fair,G,,3629.0
0.9,Ideal,H,SI1,3629.0
0.9,Premium,H,SI1,3629.0
0.9,Premium,H,SI1,3629.0
0.9,Premium,H,VS2,3629.0
1.08,Ideal,H,SI2,3629.0
0.9,Premium,F,SI2,3629.0
0.9,Very Good,F,SI2,3630.0
0.8,Ideal,E,SI1,3630.0
1.0,Fair,G,SI1,3631.0
0.91,Very Good,E,SI2,3632.0
0.91,Good,E,SI2,3632.0
0.74,Ideal,E,VVS2,3633.0
1.02,Good,F,SI2,3633.0
1.06,,G,SI2,3633.0
1.02,Fair,F,SI2,3633.0
1.02,,,SI2,3633.0
0.94,Very Good,D,SI2,3634.0
1.0,Premium,D,SI2,3634.0
1.0,Fair,D,SI2,3634.0
1.0,Good,D,SI2,3634.0
1.0,Fair,G,SI1,3634.0
,Premium,G,SI1,3634.0
1.0,Premium,G,SI1,3634.0
1.03,Premium,J,SI2,3634.0
1.0,Good,D,,3634.0
1.03,Ideal,F,I1,3634.0
1.03,Ideal,H,SI2,3634.0
0.91,Ideal,H,SI1,3635.0
0.74,Ideal,G,VS1,3635.0
0.74,Ideal,G,VS1,3635.0
1.12,Ideal,J,,3638.0
,Very Good,E,SI2,3638.0
1.02,Good,J,SI2,3639.0
0.91,Premium,E,SI2,3639.0
0.91,Premium,E,SI2,3639.0
1.14,Good,I,SI1,3639.0
1.0,Premium,F,SI2,3640.0
0.76,Very Good,F,VVS2,3640.0
1.03,Very Good,J,SI2,3640.0
1.0,Fair,H,SI2,3640.0
1.0,Premium,H,SI2,3640.0
1.0,Good,H,SI2,3640.0
1.0,Premium,H,SI2,3640.0
1.0,Good,I,SI1,3640.0
1.0,Good,H,SI2,3640.0
1.0,Very Good,I,SI1,3640.0
1.0,Premium,J,VS1,3640.0
1.0,Premium,G,SI2,3640.0
1.0,Good,H,SI2,3640.0
,Very Good,E,,3641.0
0.85,Ideal,F,VS2,3641.0
0.71,Premium,G,IF,3642.0
0.91,Ideal,F,SI2,3642.0
0.9,Very Good,J,,3643.0
0.9,Very Good,D,SI2,3643.0
0.77,,,VS1,3643.0
0.81,Very Good,E,SI1,3643.0
0.9,Very Good,H,SI1,3643.0
1.16,Premium,D,I1,3644.0
0.9,Good,I,VS1,3644.0
0.9,Ideal,H,SI1,3644.0
0.9,Very Good,,VS1,3644.0
,Very Good,G,SI2,3644.0
0.7,Ideal,F,VVS2,3644.0
0.91,Premium,E,SI2,3644.0
0.91,Premium,F,SI1,3644.0
0.77,Premium,D,VS1,3644.0
1.16,Good,G,SI2,3644.0
1.0,Good,G,SI2,3646.0
0.93,,H,SI1,3646.0
0.77,Ideal,F,VS1,3647.0
0.8,Ideal,E,VS2,3648.0
0.76,,H,VVS1,3648.0
0.76,Ideal,F,VS2,3648.0
0.76,Ideal,G,VS1,3648.0
0.92,Premium,G,SI2,3648.0
0.76,Ideal,E,VS1,3649.0
0.92,Good,E,SI1,3649.0
0.9,Very Good,G,SI1,3649.0
0.9,Very Good,G,SI1,3649.0
0.73,Ideal,E,VS2,3649.0
0.92,Premium,G,,3650.0
0.93,Very Good,J,VS1,3651.0
1.02,Premium,J,VS2,3651.0
1.0,Good,G,SI2,3651.0
0.82,Ideal,G,VS1,3652.0
0.95,Premium,H,SI2,3652.0
0.8,Very Good,F,VS2,3653.0
0.91,Very Good,F,SI2,3653.0
0.8,Ideal,F,VS2,3653.0
0.76,Very Good,G,VVS2,3655.0
1.01,Good,J,VS2,3655.0
0.77,Ideal,F,VS1,3655.0
1.11,Premium,D,I1,3655.0
1.02,Premium,G,SI2,3656.0
0.9,Very Good,I,VS1,3656.0
0.7,Ideal,H,VS2,3656.0
0.7,Ideal,H,VS2,3656.0
0.9,Ideal,J,VS1,3656.0
1.02,Good,,SI2,3656.0
1.02,Ideal,I,SI1,3656.0
1.01,Premium,J,SI2,3658.0
0.96,Fair,H,VS2,3658.0
0.91,Very Good,F,SI2,3659.0
0.9,Good,F,SI1,3659.0
0.73,Ideal,E,VS1,3660.0
0.9,Good,E,,3660.0
0.91,Good,D,SI2,3660.0
1.09,Premium,I,SI1,3662.0
0.9,Premium,E,SI2,3662.0
0.9,Very Good,E,SI2,3662.0
0.9,Premium,E,SI2,3662.0
0.9,Premium,E,SI2,3662.0
0.9,Very Good,E,SI2,3662.0
0.9,Ideal,E,SI2,3662.0
0.7,Ideal,F,VS1,3662.0
1.22,Very Good,H,I1,3663.0
0.89,Good,F,SI1,3663.0
0.9,Premium,I,VS2,3663.0
0.91,,I,VS2,3664.0
,Very Good,D,SI1,3664.0
0.91,Ideal,G,SI2,3664.0
1.01,Premium,I,SI2,3665.0
0.91,Ideal,E,SI1,3665.0
1.01,Premium,H,SI2,3665.0
1.27,Very Good,I,I1,3665.0
0.91,Premium,E,SI1,3665.0
1.01,Good,J,SI1,3665.0
0.91,Very Good,J,VS1,3666.0
0.9,Good,I,VS1,3666.0
0.73,Ideal,G,VVS1,3667.0
0.7,Very Good,D,VS2,3668.0
0.78,Very Good,D,VS2,3668.0
1.03,Premium,F,SI2,3668.0
0.74,Ideal,D,VS2,3668.0
1.03,Very Good,F,SI2,3668.0
0.73,Very Good,F,VVS2,3669.0
0.95,Premium,,VVS2,3669.0
0.85,Very Good,D,SI1,3669.0
0.73,Ideal,G,VVS1,3669.0
0.9,Good,G,SI1,3669.0
0.9,Good,G,SI1,3669.0
1.04,Premium,J,SI2,3669.0
0.91,Premium,H,,3669.0
0.9,Good,G,SI1,3669.0
0.91,Premium,,VS1,3669.0
0.9,Very Good,G,SI1,3669.0
0.9,Good,I,IF,3669.0
0.9,Good,G,SI1,3669.0
0.9,Good,H,VS1,3669.0
0.9,Good,G,SI1,3669.0
0.9,Very Good,,SI1,3669.0
0.9,Premium,G,SI1,3669.0
1.12,Premium,I,SI2,3669.0
1.0,Fair,F,SI1,3669.0
1.04,Ideal,H,SI2,3669.0
0.91,Ideal,I,VS1,3669.0
0.9,Premium,G,SI1,3669.0
1.12,Fair,I,SI2,3669.0
1.17,Premium,,I1,3669.0
1.13,Ideal,H,I1,3669.0
0.91,Premium,H,SI1,3669.0
1.04,Ideal,I,SI1,3669.0
0.9,Premium,G,SI1,3669.0
0.71,Very Good,D,VVS2,3670.0
0.85,Ideal,G,SI1,3670.0
1.13,Ideal,H,SI2,3670.0
1.01,Premium,H,SI2,3671.0
1.01,Fair,G,SI1,3671.0
1.01,Good,D,SI2,3671.0
0.76,Ideal,G,VVS1,3671.0
0.78,,,SI1,3671.0
1.01,,D,SI2,3671.0
0.95,Premium,,,3671.0
,Very Good,D,VS2,3672.0
1.0,Good,F,SI2,3672.0
1.06,Premium,J,SI2,3672.0
1.05,Premium,F,SI2,3672.0
0.7,Ideal,G,IF,3672.0
0.8,Very Good,G,VS1,3673.0
0.73,Ideal,D,VS2,3673.0
0.82,Premium,G,SI1,3674.0
0.71,Ideal,D,SI1,3674.0
0.71,Ideal,D,SI1,3674.0
0.96,Fair,E,SI2,3674.0
1.01,Premium,E,SI2,3674.0
1.0,Ideal,F,SI2,3674.0
0.81,Premium,E,VS2,3674.0
1.01,Very Good,E,SI2,3674.0
0.92,Premium,H,SI1,3675.0
1.03,Premium,,SI2,3675.0
0.79,Ideal,H,VVS1,3675.0
0.63,Premium,,VS1,3675.0
1.0,Good,G,SI2,3676.0
1.01,Premium,H,SI2,3676.0
1.01,Fair,H,VS1,3676.0
,Premium,H,SI2,3676.0
1.01,Very Good,I,SI1,3676.0
1.01,Good,I,SI1,3676.0
0.9,Ideal,J,IF,3677.0
0.9,Ideal,I,VS1,3677.0
1.13,Ideal,H,I1,3678.0
,Ideal,F,I1,3678.0
1.1,Very Good,F,I1,3678.0
0.9,Very Good,F,SI1,3679.0
0.75,Ideal,D,VS2,3679.0
,Very Good,E,SI2,3679.0
1.0,Good,J,,3679.0
0.9,Ideal,F,SI2,3679.0
0.9,Premium,H,SI1,3679.0
0.31,Very Good,I,VVS1,571.0
0.31,Premium,D,SI1,571.0
0.31,Good,D,SI1,571.0
0.31,Ideal,D,SI1,571.0
0.28,Very Good,E,VVS2,572.0
0.28,Very Good,E,VVS2,572.0
0.28,Very Good,F,VVS1,572.0
0.38,Ideal,J,VS2,572.0
0.24,Ideal,F,VS1,572.0
0.24,,F,VS1,572.0
0.37,Ideal,F,SI2,572.0
0.3,Ideal,H,SI1,572.0
,Premium,I,SI1,572.0
0.33,Ideal,I,SI1,572.0
0.33,Ideal,I,SI1,572.0
0.33,Premium,I,SI1,572.0
0.33,Premium,I,SI1,572.0
0.33,Very Good,I,SI1,572.0
0.33,Good,,SI1,572.0
0.42,Very Good,G,SI2,573.0
0.34,Ideal,G,VS2,573.0
0.3,Ideal,F,VS2,573.0
0.3,,F,VS2,573.0
0.3,Ideal,F,,573.0
0.3,Ideal,F,VS2,573.0
0.3,Ideal,F,VS2,573.0
0.3,Ideal,F,VS2,573.0
0.3,Ideal,F,VS2,573.0
0.3,Ideal,F,VS2,573.0
0.92,Premium,E,SI2,3679.0
0.76,Ideal,F,VS1,3680.0
0.9,Very Good,G,SI1,3681.0
1.01,Very Good,G,SI2,3682.0
0.91,Premium,F,SI2,3682.0
0.8,Ideal,D,SI2,3682.0
0.7,Ideal,F,VVS1,3683.0
0.92,Premium,F,SI1,3684.0
0.93,Very Good,I,SI1,3685.0
0.84,Ideal,D,SI1,3685.0
1.0,Premium,J,VS2,3685.0
1.0,Premium,,VS2,3685.0
1.02,Premium,F,SI2,3686.0
1.21,Ideal,I,I1,3686.0
0.91,Very Good,F,SI2,3688.0
1.12,Ideal,I,SI2,3688.0
0.96,Fair,F,SI2,3688.0
0.9,Premium,D,SI1,3689.0
0.9,Very Good,E,SI1,3689.0
0.81,Very Good,F,VS1,3689.0
0.9,Good,D,SI1,3689.0
0.9,Fair,D,SI1,3689.0
0.9,Fair,D,SI1,3689.0
0.9,Good,D,SI1,3689.0
0.72,Premium,F,VVS1,3689.0
0.93,Premium,G,,3689.0
0.71,Good,D,VS1,3690.0
0.72,Ideal,E,VS1,3690.0
1.0,Good,J,SI1,3690.0
0.96,Premium,H,SI2,3690.0
1.1,Ideal,F,I1,3690.0
,Very Good,D,SI2,3691.0
0.71,Very Good,F,VVS1,3692.0
0.77,Very Good,F,VS2,3692.0
1.03,Ideal,G,SI2,3692.0
1.11,Premium,I,SI2,3692.0
1.03,Very Good,F,SI2,3692.0
1.03,Ideal,H,SI2,3692.0
1.23,Fair,E,I1,3692.0
0.97,Ideal,H,SI2,3694.0
0.74,Ideal,F,VS1,3694.0
1.21,Premium,J,VS2,3694.0
1.0,Ideal,F,SI2,3696.0
1.1,,H,SI2,3696.0
1.0,Good,E,SI2,3696.0
0.9,Good,F,SI1,3696.0
1.0,Premium,G,SI2,3696.0
1.0,Good,E,SI1,3696.0
1.1,Premium,G,SI2,3696.0
1.1,Premium,I,SI2,3696.0
1.1,Premium,,VS2,3696.0
1.5,Good,I,I1,3696.0
1.2,Fair,H,SI2,3696.0
0.75,Ideal,D,VS1,3696.0
0.77,Ideal,E,VS1,3697.0
0.9,Very Good,E,SI2,3697.0
0.92,Ideal,G,SI2,3697.0
0.9,Fair,H,VS2,3697.0
0.82,Premium,E,VS2,3697.0
1.31,Premium,,SI2,3697.0
1.01,Good,J,SI1,3699.0
0.9,Very Good,F,SI1,3699.0
0.9,Very Good,F,SI1,3699.0
1.0,Fair,G,SI1,3700.0
1.12,Very Good,G,SI2,3700.0
1.08,Premium,G,SI2,3701.0
1.02,Premium,H,SI2,3701.0
0.9,Good,H,VS2,3701.0
0.9,Premium,E,SI2,3701.0
0.71,Ideal,F,VS1,3701.0
0.71,Ideal,F,VS1,3701.0
0.71,Good,F,VS1,3701.0
0.77,Ideal,,SI1,3702.0
0.91,Premium,E,SI2,3703.0
0.91,Very Good,E,SI2,3703.0
0.91,Very Good,I,SI1,3703.0
0.9,Premium,,SI2,3704.0
0.9,Ideal,F,,3704.0
0.9,Premium,F,SI2,3704.0
0.9,Premium,F,SI2,3704.0
0.9,Premium,F,SI2,3704.0
0.9,Premium,,SI2,3704.0
0.9,Premium,F,SI2,3704.0
0.9,Premium,F,SI2,3704.0
0.9,Premium,F,SI2,3704.0
0.73,Very Good,,VVS2,3705.0
0.85,Very Good,F,VS2,3705.0
